uuid,timestamp,event,dia_min,dia_max,temp_avg,check
3113,2022-03-09 17:08:45,Produce Workpiece,,,,
3113,2022-03-09 19:08:45,Measure Workpiece,2.06,4.57,,
3113,2022-03-09 21:08:45,Put Workpiece in Scrap Pile,,,,NOK
3114,2022-03-01 08:59:39,Produce Workpiece,,,,
3114,2022-03-01 10:59:39,Measure Workpiece,2.92,4.45,,
3114,2022-03-01 12:59:39,Put Workpiece in OK Pile,,,,OK
3115,2022-03-11 08:43:56,Produce Workpiece,,,,
3115,2022-03-11 10:43:56,Measure Workpiece,2.38,4.23,,
3115,2022-03-11 12:43:56,Put Workpiece in OK Pile,,,,OK
3116,2022-03-10 17:37:44,Produce Workpiece,,,,
3116,2022-03-10 19:37:44,Measure Workpiece,2.33,4.8,,
3116,2022-03-10 21:37:44,Put Workpiece in OK Pile,,,,OK
3117,2022-03-01 11:26:06,Produce Workpiece,,,,
3117,2022-03-01 13:26:06,Measure Workpiece,2.58,4.17,,
3117,2022-03-01 15:26:06,Put Workpiece in OK Pile,,,,OK
3118,2022-03-06 09:17:54,Produce Workpiece,,,,
3118,2022-03-06 11:17:54,Measure Workpiece,2.22,4.6,,
3118,2022-03-06 13:17:54,Put Workpiece in OK Pile,,,,OK
3119,2022-03-19 09:22:57,Produce Workpiece,,,,
3119,2022-03-19 11:22:57,Measure Workpiece,2.24,4.64,,
3119,2022-03-19 13:22:57,Put Workpiece in OK Pile,,,,OK
3120,2022-03-18 18:09:12,Produce Workpiece,,,,
3120,2022-03-18 20:09:12,Measure Workpiece,2.08,4.43,,
3120,2022-03-18 22:09:12,Put Workpiece in Scrap Pile,,,,NOK
3121,2022-03-15 09:22:44,Produce Workpiece,,,,
3121,2022-03-15 11:22:44,Measure Workpiece,2.49,4.42,,
3121,2022-03-15 13:22:44,Put Workpiece in OK Pile,,,,OK
3122,2022-03-04 14:27:42,Produce Workpiece,,,,
3122,2022-03-04 16:27:42,Measure Workpiece,2.72,4.68,,
3122,2022-03-04 18:27:42,Put Workpiece in OK Pile,,,,OK
3123,2022-03-15 12:45:57,Produce Workpiece,,,,
3123,2022-03-15 14:45:57,Measure Workpiece,2.53,4.63,,
3123,2022-03-15 16:45:57,Put Workpiece in OK Pile,,,,OK
3124,2022-03-03 17:40:51,Produce Workpiece,,,,
3124,2022-03-03 19:40:51,Measure Workpiece,2.97,4.96,,
3124,2022-03-03 21:40:51,Put Workpiece in Scrap Pile,,,,NOK
3125,2022-03-15 15:48:53,Produce Workpiece,,,,
3125,2022-03-15 17:48:53,Measure Workpiece,2.84,4.96,,
3125,2022-03-15 19:48:53,Put Workpiece in Scrap Pile,,,,NOK
3126,2022-03-20 17:24:41,Produce Workpiece,,,,
3126,2022-03-20 19:24:41,Measure Workpiece,2.01,4.87,,
3126,2022-03-20 21:24:41,Put Workpiece in Scrap Pile,,,,NOK
3127,2022-03-02 15:35:38,Produce Workpiece,,,,
3127,2022-03-02 17:35:38,Measure Workpiece,2.32,4.5,,
3127,2022-03-02 19:35:38,Put Workpiece in OK Pile,,,,OK
3128,2022-03-01 09:10:42,Produce Workpiece,,,,
3128,2022-03-01 11:10:42,Measure Workpiece,2.66,4.84,,
3128,2022-03-01 13:10:42,Put Workpiece in OK Pile,,,,OK
3129,2022-03-05 17:58:55,Produce Workpiece,,,,
3129,2022-03-05 19:58:55,Measure Workpiece,2.75,4.62,,
3129,2022-03-05 21:58:55,Put Workpiece in OK Pile,,,,OK
3130,2022-03-10 09:01:18,Produce Workpiece,,,,
3130,2022-03-10 11:01:18,Measure Workpiece,2.79,4.25,,
3130,2022-03-10 13:01:18,Put Workpiece in OK Pile,,,,OK
3131,2022-03-11 08:53:06,Produce Workpiece,,,,
3131,2022-03-11 10:53:06,Measure Workpiece,2.16,4.03,,
3131,2022-03-11 12:53:06,Put Workpiece in OK Pile,,,,OK
3132,2022-03-10 15:12:20,Produce Workpiece,,,,
3132,2022-03-10 17:12:20,Measure Workpiece,2.02,4.88,,
3132,2022-03-10 19:12:20,Put Workpiece in Scrap Pile,,,,NOK
3133,2022-03-18 15:59:45,Produce Workpiece,,,,
3133,2022-03-18 17:59:45,Measure Workpiece,2.92,4.31,,
3133,2022-03-18 19:59:45,Put Workpiece in OK Pile,,,,OK
3134,2022-03-01 09:58:36,Produce Workpiece,,,,
3134,2022-03-01 11:58:36,Measure Workpiece,2.39,4.9,,
3134,2022-03-01 13:58:36,Put Workpiece in Scrap Pile,,,,NOK
3135,2022-03-10 08:47:05,Produce Workpiece,,,,
3135,2022-03-10 10:47:05,Measure Workpiece,2.51,4.18,,
3135,2022-03-10 12:47:05,Put Workpiece in OK Pile,,,,OK
3136,2022-03-17 16:46:55,Produce Workpiece,,,,
3136,2022-03-17 18:46:55,Measure Workpiece,2.05,4.21,,
3136,2022-03-17 20:46:55,Put Workpiece in Scrap Pile,,,,NOK
3137,2022-03-01 13:07:15,Produce Workpiece,,,,
3137,2022-03-01 15:07:15,Measure Workpiece,2.59,4.22,,
3137,2022-03-01 17:07:15,Put Workpiece in OK Pile,,,,OK
3138,2022-03-03 17:38:06,Produce Workpiece,,,,
3138,2022-03-03 19:38:06,Measure Workpiece,2.04,4.76,,
3138,2022-03-03 21:38:06,Put Workpiece in Scrap Pile,,,,NOK
3139,2022-03-17 09:23:20,Produce Workpiece,,,,
3139,2022-03-17 11:23:20,Measure Workpiece,2.74,4.39,,
3139,2022-03-17 13:23:20,Put Workpiece in OK Pile,,,,OK
3140,2022-03-12 09:08:15,Produce Workpiece,,,,
3140,2022-03-12 11:08:15,Measure Workpiece,2.98,4.59,,
3140,2022-03-12 13:08:15,Put Workpiece in OK Pile,,,,OK
3141,2022-03-10 16:43:09,Produce Workpiece,,,,
3141,2022-03-10 18:43:09,Measure Workpiece,2.64,4.23,,
3141,2022-03-10 20:43:09,Put Workpiece in OK Pile,,,,OK
3142,2022-03-09 18:26:30,Produce Workpiece,,,,
3142,2022-03-09 20:26:30,Measure Workpiece,2.65,4.62,,
3142,2022-03-09 22:26:30,Put Workpiece in Scrap Pile,,,,NOK
3143,2022-03-06 18:59:11,Produce Workpiece,,,,
3143,2022-03-06 20:59:11,Measure Workpiece,2.65,4.78,,
3143,2022-03-06 22:59:11,Put Workpiece in OK Pile,,,,OK
3144,2022-03-08 12:32:05,Produce Workpiece,,,,
3144,2022-03-08 14:32:05,Measure Workpiece,2.77,4.86,,
3144,2022-03-08 16:32:05,Put Workpiece in OK Pile,,,,OK
3145,2022-03-05 13:42:28,Produce Workpiece,,,,
3145,2022-03-05 15:42:28,Measure Workpiece,2.52,4.0,,
3145,2022-03-05 17:42:28,Put Workpiece in OK Pile,,,,OK
3146,2022-03-19 18:55:19,Produce Workpiece,,,,
3146,2022-03-19 20:55:19,Measure Workpiece,2.38,4.57,,
3146,2022-03-19 22:55:19,Put Workpiece in OK Pile,,,,OK
3147,2022-03-18 13:05:27,Produce Workpiece,,,,
3147,2022-03-18 15:05:27,Measure Workpiece,2.66,4.43,,
3147,2022-03-18 17:05:27,Put Workpiece in OK Pile,,,,OK
3148,2022-03-02 14:45:56,Produce Workpiece,,,,
3148,2022-03-02 16:45:56,Measure Workpiece,2.89,4.85,,
3148,2022-03-02 18:45:56,Put Workpiece in OK Pile,,,,OK
3149,2022-03-04 17:20:25,Produce Workpiece,,,,
3149,2022-03-04 19:20:25,Measure Workpiece,2.5,4.43,,
3149,2022-03-04 21:20:25,Put Workpiece in OK Pile,,,,OK
3150,2022-03-15 10:11:57,Produce Workpiece,,,,
3150,2022-03-15 12:11:57,Measure Workpiece,2.54,4.87,,
3150,2022-03-15 14:11:57,Put Workpiece in OK Pile,,,,OK
3151,2022-03-20 17:10:39,Produce Workpiece,,,,
3151,2022-03-20 19:10:39,Measure Workpiece,2.2,4.48,,
3151,2022-03-20 21:10:39,Put Workpiece in OK Pile,,,,OK
3152,2022-03-12 09:21:22,Produce Workpiece,,,,
3152,2022-03-12 11:21:22,Measure Workpiece,2.87,4.55,,
3152,2022-03-12 13:21:22,Put Workpiece in OK Pile,,,,OK
3153,2022-03-16 12:18:36,Produce Workpiece,,,,
3153,2022-03-16 14:18:36,Measure Workpiece,2.2,4.68,,
3153,2022-03-16 16:18:36,Put Workpiece in OK Pile,,,,OK
3154,2022-03-09 18:48:45,Produce Workpiece,,,,
3154,2022-03-09 20:48:45,Measure Workpiece,2.56,4.88,,
3154,2022-03-09 22:48:45,Put Workpiece in OK Pile,,,,OK
3155,2022-03-05 13:04:24,Produce Workpiece,,,,
3155,2022-03-05 15:04:24,Measure Workpiece,2.18,4.54,,
3155,2022-03-05 17:04:24,Put Workpiece in OK Pile,,,,OK
3156,2022-03-20 14:52:33,Produce Workpiece,,,,
3156,2022-03-20 16:52:33,Measure Workpiece,2.18,4.64,,
3156,2022-03-20 18:52:33,Put Workpiece in OK Pile,,,,OK
3157,2022-03-16 16:20:35,Produce Workpiece,,,,
3157,2022-03-16 18:20:35,Measure Workpiece,2.8,4.72,,
3157,2022-03-16 20:20:35,Put Workpiece in OK Pile,,,,OK
3158,2022-03-18 16:03:51,Produce Workpiece,,,,
3158,2022-03-18 18:03:51,Measure Workpiece,2.55,4.14,,
3158,2022-03-18 20:03:51,Put Workpiece in OK Pile,,,,OK
3159,2022-03-01 11:18:32,Produce Workpiece,,,,
3159,2022-03-01 13:18:32,Measure Workpiece,2.17,4.07,,
3159,2022-03-01 15:18:32,Put Workpiece in OK Pile,,,,OK
3160,2022-03-03 09:38:18,Produce Workpiece,,,,
3160,2022-03-03 11:38:18,Measure Workpiece,2.38,4.38,,
3160,2022-03-03 13:38:18,Put Workpiece in Scrap Pile,,,,NOK
3161,2022-03-17 10:05:24,Produce Workpiece,,,,
3161,2022-03-17 12:05:24,Measure Workpiece,2.46,4.13,,
3161,2022-03-17 14:05:24,Put Workpiece in OK Pile,,,,OK
3162,2022-03-04 15:43:16,Produce Workpiece,,,,
3162,2022-03-04 17:43:16,Measure Workpiece,2.23,4.41,,
3162,2022-03-04 19:43:16,Put Workpiece in OK Pile,,,,OK
3163,2022-03-04 08:12:14,Produce Workpiece,,,,
3163,2022-03-04 10:12:14,Measure Workpiece,2.32,4.86,,
3163,2022-03-04 12:12:14,Put Workpiece in OK Pile,,,,OK
3164,2022-03-12 17:39:33,Produce Workpiece,,,,
3164,2022-03-12 19:39:33,Measure Workpiece,2.58,4.04,,
3164,2022-03-12 21:39:33,Put Workpiece in OK Pile,,,,OK
3165,2022-03-16 09:15:35,Produce Workpiece,,,,
3165,2022-03-16 11:15:35,Measure Workpiece,2.35,4.06,,
3165,2022-03-16 13:15:35,Put Workpiece in OK Pile,,,,OK
3166,2022-03-14 15:01:40,Produce Workpiece,,,,
3166,2022-03-14 17:01:40,Measure Workpiece,2.81,4.65,,
3166,2022-03-14 19:01:40,Put Workpiece in OK Pile,,,,OK
3167,2022-03-10 08:34:42,Produce Workpiece,,,,
3167,2022-03-10 10:34:42,Measure Workpiece,2.07,4.85,,
3167,2022-03-10 12:34:42,Put Workpiece in Scrap Pile,,,,NOK
3168,2022-03-04 16:17:10,Produce Workpiece,,,,
3168,2022-03-04 18:17:10,Measure Workpiece,2.69,4.29,,
3168,2022-03-04 20:17:10,Put Workpiece in OK Pile,,,,OK
3169,2022-03-20 16:20:57,Produce Workpiece,,,,
3169,2022-03-20 18:20:57,Measure Workpiece,2.96,4.24,,
3169,2022-03-20 20:20:57,Put Workpiece in OK Pile,,,,OK
3170,2022-03-17 11:47:52,Produce Workpiece,,,,
3170,2022-03-17 13:47:52,Measure Workpiece,2.32,4.52,,
3170,2022-03-17 15:47:52,Put Workpiece in OK Pile,,,,OK
3171,2022-03-20 18:09:19,Produce Workpiece,,,,
3171,2022-03-20 20:09:19,Measure Workpiece,2.59,4.16,,
3171,2022-03-20 22:09:19,Put Workpiece in OK Pile,,,,OK
3172,2022-03-08 16:35:22,Produce Workpiece,,,,
3172,2022-03-08 18:35:22,Measure Workpiece,2.54,4.9,,
3172,2022-03-08 20:35:22,Put Workpiece in Scrap Pile,,,,NOK
3173,2022-03-19 14:11:51,Produce Workpiece,,,,
3173,2022-03-19 16:11:51,Measure Workpiece,2.73,4.49,,
3173,2022-03-19 18:11:51,Put Workpiece in OK Pile,,,,OK
3174,2022-03-02 12:56:36,Produce Workpiece,,,,
3174,2022-03-02 14:56:36,Measure Workpiece,2.1,4.25,,
3174,2022-03-02 16:56:36,Put Workpiece in Scrap Pile,,,,NOK
3175,2022-03-17 13:14:18,Produce Workpiece,,,,
3175,2022-03-17 15:14:18,Measure Workpiece,2.22,4.57,,
3175,2022-03-17 17:14:18,Put Workpiece in OK Pile,,,,OK
3176,2022-03-19 17:45:52,Produce Workpiece,,,,
3176,2022-03-19 19:45:52,Measure Workpiece,2.62,4.18,,
3176,2022-03-19 21:45:52,Put Workpiece in OK Pile,,,,OK
3177,2022-03-10 09:08:58,Produce Workpiece,,,,
3177,2022-03-10 11:08:58,Measure Workpiece,2.57,4.21,,
3177,2022-03-10 13:08:58,Put Workpiece in OK Pile,,,,OK
3178,2022-03-12 13:53:09,Produce Workpiece,,,,
3178,2022-03-12 15:53:09,Measure Workpiece,2.35,4.78,,
3178,2022-03-12 17:53:09,Put Workpiece in OK Pile,,,,OK
3179,2022-03-15 09:30:43,Produce Workpiece,,,,
3179,2022-03-15 11:30:43,Measure Workpiece,2.41,4.68,,
3179,2022-03-15 13:30:43,Put Workpiece in OK Pile,,,,OK
3180,2022-03-07 10:40:52,Produce Workpiece,,,,
3180,2022-03-07 12:40:52,Measure Workpiece,2.93,4.14,,
3180,2022-03-07 14:40:52,Put Workpiece in OK Pile,,,,OK
3181,2022-03-05 17:49:09,Produce Workpiece,,,,
3181,2022-03-05 19:49:09,Measure Workpiece,2.56,4.76,,
3181,2022-03-05 21:49:09,Put Workpiece in OK Pile,,,,OK
3182,2022-03-02 17:40:22,Produce Workpiece,,,,
3182,2022-03-02 19:40:22,Measure Workpiece,2.58,4.06,,
3182,2022-03-02 21:40:22,Put Workpiece in OK Pile,,,,OK
3183,2022-03-05 18:58:34,Produce Workpiece,,,,
3183,2022-03-05 20:58:34,Measure Workpiece,2.11,4.31,,
3183,2022-03-05 22:58:34,Put Workpiece in OK Pile,,,,OK
3184,2022-03-07 16:08:15,Produce Workpiece,,,,
3184,2022-03-07 18:08:15,Measure Workpiece,2.94,4.54,,
3184,2022-03-07 20:08:15,Put Workpiece in OK Pile,,,,OK
3185,2022-03-13 11:26:17,Produce Workpiece,,,,
3185,2022-03-13 13:26:17,Measure Workpiece,2.77,4.56,,
3185,2022-03-13 15:26:17,Put Workpiece in OK Pile,,,,OK
3186,2022-03-02 08:58:54,Produce Workpiece,,,,
3186,2022-03-02 10:58:54,Measure Workpiece,2.08,4.46,,
3186,2022-03-02 12:58:54,Put Workpiece in Scrap Pile,,,,NOK
3187,2022-03-15 16:17:05,Produce Workpiece,,,,
3187,2022-03-15 18:17:05,Measure Workpiece,2.83,4.99,,
3187,2022-03-15 20:17:05,Put Workpiece in Scrap Pile,,,,NOK
3188,2022-03-02 09:45:11,Produce Workpiece,,,,
3188,2022-03-02 11:45:11,Measure Workpiece,2.67,4.1,,
3188,2022-03-02 13:45:11,Put Workpiece in OK Pile,,,,OK
3189,2022-03-17 17:27:21,Produce Workpiece,,,,
3189,2022-03-17 19:27:21,Measure Workpiece,2.0,4.51,,
3189,2022-03-17 21:27:21,Put Workpiece in Scrap Pile,,,,NOK
3190,2022-03-09 10:02:38,Produce Workpiece,,,,
3190,2022-03-09 12:02:38,Measure Workpiece,2.06,4.93,,
3190,2022-03-09 14:02:38,Put Workpiece in Scrap Pile,,,,NOK
3191,2022-03-13 11:43:10,Produce Workpiece,,,,
3191,2022-03-13 13:43:10,Measure Workpiece,2.81,4.86,,
3191,2022-03-13 15:43:10,Put Workpiece in OK Pile,,,,OK
3192,2022-03-06 13:46:40,Produce Workpiece,,,,
3192,2022-03-06 15:46:40,Measure Workpiece,2.37,4.98,,
3192,2022-03-06 17:46:40,Put Workpiece in Scrap Pile,,,,NOK
3193,2022-03-17 16:12:46,Produce Workpiece,,,,
3193,2022-03-17 18:12:46,Measure Workpiece,2.94,4.62,,
3193,2022-03-17 20:12:46,Put Workpiece in OK Pile,,,,OK
3194,2022-03-02 13:21:37,Produce Workpiece,,,,
3194,2022-03-02 15:21:37,Measure Workpiece,2.77,4.37,,
3194,2022-03-02 17:21:37,Put Workpiece in OK Pile,,,,OK
3195,2022-03-19 15:47:01,Produce Workpiece,,,,
3195,2022-03-19 17:47:01,Measure Workpiece,2.77,4.38,,
3195,2022-03-19 19:47:01,Put Workpiece in OK Pile,,,,OK
3196,2022-03-10 16:10:31,Produce Workpiece,,,,
3196,2022-03-10 18:10:31,Measure Workpiece,2.9,4.42,,
3196,2022-03-10 20:10:31,Put Workpiece in Scrap Pile,,,,NOK
3197,2022-03-12 09:28:14,Produce Workpiece,,,,
3197,2022-03-12 11:28:14,Measure Workpiece,2.51,4.45,,
3197,2022-03-12 13:28:14,Put Workpiece in OK Pile,,,,OK
3198,2022-03-02 18:26:31,Produce Workpiece,,,,
3198,2022-03-02 20:26:31,Measure Workpiece,2.68,4.99,,
3198,2022-03-02 22:26:31,Put Workpiece in Scrap Pile,,,,NOK
3199,2022-03-03 12:35:46,Produce Workpiece,,,,
3199,2022-03-03 14:35:46,Measure Workpiece,2.89,4.06,,
3199,2022-03-03 16:35:46,Put Workpiece in OK Pile,,,,OK
3200,2022-03-11 15:09:31,Produce Workpiece,,,,
3200,2022-03-11 17:09:31,Measure Workpiece,2.85,4.16,,
3200,2022-03-11 19:09:31,Put Workpiece in OK Pile,,,,OK
3201,2022-03-13 12:35:11,Produce Workpiece,,,,
3201,2022-03-13 14:35:11,Measure Workpiece,2.29,4.01,,
3201,2022-03-13 16:35:11,Put Workpiece in OK Pile,,,,OK
3202,2022-03-09 10:33:53,Produce Workpiece,,,,
3202,2022-03-09 12:33:53,Measure Workpiece,2.8,4.7,,
3202,2022-03-09 14:33:53,Put Workpiece in Scrap Pile,,,,NOK
3203,2022-03-10 14:51:30,Produce Workpiece,,,,
3203,2022-03-10 16:51:30,Measure Workpiece,2.2,4.5,,
3203,2022-03-10 18:51:30,Put Workpiece in OK Pile,,,,OK
3204,2022-03-15 15:05:20,Produce Workpiece,,,,
3204,2022-03-15 17:05:20,Measure Workpiece,2.27,4.36,,
3204,2022-03-15 19:05:20,Put Workpiece in OK Pile,,,,OK
3205,2022-03-07 15:05:41,Produce Workpiece,,,,
3205,2022-03-07 17:05:41,Measure Workpiece,2.0,4.59,,
3205,2022-03-07 19:05:41,Put Workpiece in Scrap Pile,,,,NOK
3206,2022-03-09 08:16:20,Produce Workpiece,,,,
3206,2022-03-09 10:16:20,Measure Workpiece,2.99,4.48,,
3206,2022-03-09 12:16:20,Put Workpiece in OK Pile,,,,OK
3207,2022-03-02 13:11:20,Produce Workpiece,,,,
3207,2022-03-02 15:11:20,Measure Workpiece,2.63,4.28,,
3207,2022-03-02 17:11:20,Put Workpiece in OK Pile,,,,OK
3208,2022-03-13 18:54:50,Produce Workpiece,,,,
3208,2022-03-13 20:54:50,Measure Workpiece,2.7,4.73,,
3208,2022-03-13 22:54:50,Put Workpiece in OK Pile,,,,OK
3209,2022-03-08 10:39:42,Produce Workpiece,,,,
3209,2022-03-08 12:39:42,Measure Workpiece,2.27,4.49,,
3209,2022-03-08 14:39:42,Put Workpiece in Scrap Pile,,,,NOK
3210,2022-03-18 08:52:15,Produce Workpiece,,,,
3210,2022-03-18 10:52:15,Measure Workpiece,2.11,4.02,,
3210,2022-03-18 12:52:15,Put Workpiece in OK Pile,,,,OK
3211,2022-03-16 10:54:32,Produce Workpiece,,,,
3211,2022-03-16 12:54:32,Measure Workpiece,2.66,4.63,,
3211,2022-03-16 14:54:32,Put Workpiece in OK Pile,,,,OK
3212,2022-03-09 08:39:20,Produce Workpiece,,,,
3212,2022-03-09 10:39:20,Measure Workpiece,2.35,4.56,,
3212,2022-03-09 12:39:20,Put Workpiece in Scrap Pile,,,,NOK
3213,2022-03-05 12:08:04,Produce Workpiece,,,,
3213,2022-03-05 14:08:04,Measure Workpiece,2.56,4.17,,
3213,2022-03-05 16:08:04,Put Workpiece in OK Pile,,,,OK
3214,2022-03-07 11:49:52,Produce Workpiece,,,,
3214,2022-03-07 13:49:52,Measure Workpiece,2.29,4.11,,
3214,2022-03-07 15:49:52,Put Workpiece in OK Pile,,,,OK
3215,2022-03-10 09:56:42,Produce Workpiece,,,,
3215,2022-03-10 11:56:42,Measure Workpiece,2.3,4.82,,
3215,2022-03-10 13:56:42,Put Workpiece in OK Pile,,,,OK
3216,2022-03-04 18:57:58,Produce Workpiece,,,,
3216,2022-03-04 20:57:58,Measure Workpiece,2.44,4.02,,
3216,2022-03-04 22:57:58,Put Workpiece in OK Pile,,,,OK
3217,2022-03-01 11:05:38,Produce Workpiece,,,,
3217,2022-03-01 13:05:38,Measure Workpiece,2.31,4.75,,
3217,2022-03-01 15:05:38,Put Workpiece in OK Pile,,,,OK
3218,2022-03-08 09:20:24,Produce Workpiece,,,,
3218,2022-03-08 11:20:24,Measure Workpiece,2.44,4.59,,
3218,2022-03-08 13:20:24,Put Workpiece in OK Pile,,,,OK
3219,2022-03-11 13:25:41,Produce Workpiece,,,,
3219,2022-03-11 15:25:41,Measure Workpiece,2.9,4.61,,
3219,2022-03-11 17:25:41,Put Workpiece in OK Pile,,,,OK
3220,2022-03-04 09:45:11,Produce Workpiece,,,,
3220,2022-03-04 11:45:11,Measure Workpiece,2.29,4.5,,
3220,2022-03-04 13:45:11,Put Workpiece in OK Pile,,,,OK
3221,2022-03-18 12:52:44,Produce Workpiece,,,,
3221,2022-03-18 14:52:44,Measure Workpiece,2.92,4.27,,
3221,2022-03-18 16:52:44,Put Workpiece in OK Pile,,,,OK
3222,2022-03-18 12:28:15,Produce Workpiece,,,,
3222,2022-03-18 14:28:15,Measure Workpiece,2.57,4.03,,
3222,2022-03-18 16:28:15,Put Workpiece in Scrap Pile,,,,NOK
3223,2022-03-18 12:56:55,Produce Workpiece,,,,
3223,2022-03-18 14:56:55,Measure Workpiece,2.11,4.63,,
3223,2022-03-18 16:56:55,Put Workpiece in OK Pile,,,,OK
3224,2022-03-11 18:53:46,Produce Workpiece,,,,
3224,2022-03-11 20:53:46,Measure Workpiece,2.63,4.96,,
3224,2022-03-11 22:53:46,Put Workpiece in Scrap Pile,,,,NOK
3225,2022-03-08 08:34:55,Produce Workpiece,,,,
3225,2022-03-08 10:34:55,Measure Workpiece,2.94,4.26,,
3225,2022-03-08 12:34:55,Put Workpiece in OK Pile,,,,OK
3226,2022-03-04 09:33:02,Produce Workpiece,,,,
3226,2022-03-04 11:33:02,Measure Workpiece,2.24,4.01,,
3226,2022-03-04 13:33:02,Put Workpiece in Scrap Pile,,,,NOK
3227,2022-03-20 18:28:48,Produce Workpiece,,,,
3227,2022-03-20 20:28:48,Measure Workpiece,2.81,4.13,,
3227,2022-03-20 22:28:48,Put Workpiece in OK Pile,,,,OK
3228,2022-03-02 18:26:31,Produce Workpiece,,,,
3228,2022-03-02 20:26:31,Measure Workpiece,2.1,4.59,,
3228,2022-03-02 22:26:31,Put Workpiece in Scrap Pile,,,,NOK
3229,2022-03-12 17:48:44,Produce Workpiece,,,,
3229,2022-03-12 19:48:44,Measure Workpiece,2.38,4.47,,
3229,2022-03-12 21:48:44,Put Workpiece in OK Pile,,,,OK
3230,2022-03-11 13:21:01,Produce Workpiece,,,,
3230,2022-03-11 15:21:01,Measure Workpiece,2.88,4.99,,
3230,2022-03-11 17:21:01,Put Workpiece in Scrap Pile,,,,NOK
3231,2022-03-04 08:51:39,Produce Workpiece,,,,
3231,2022-03-04 10:51:39,Measure Workpiece,2.92,4.31,,
3231,2022-03-04 12:51:39,Put Workpiece in OK Pile,,,,OK
3232,2022-03-18 18:19:16,Produce Workpiece,,,,
3232,2022-03-18 20:19:16,Measure Workpiece,2.89,4.01,,
3232,2022-03-18 22:19:16,Put Workpiece in OK Pile,,,,OK
3233,2022-03-04 15:36:38,Produce Workpiece,,,,
3233,2022-03-04 17:36:38,Measure Workpiece,2.25,4.08,,
3233,2022-03-04 19:36:38,Put Workpiece in OK Pile,,,,OK
3234,2022-03-08 14:01:02,Produce Workpiece,,,,
3234,2022-03-08 16:01:02,Measure Workpiece,2.43,4.24,,
3234,2022-03-08 18:01:02,Put Workpiece in OK Pile,,,,OK
3235,2022-03-10 15:46:45,Produce Workpiece,,,,
3235,2022-03-10 17:46:45,Measure Workpiece,2.55,4.94,,
3235,2022-03-10 19:46:45,Put Workpiece in Scrap Pile,,,,NOK
3236,2022-03-02 15:02:22,Produce Workpiece,,,,
3236,2022-03-02 17:02:22,Measure Workpiece,2.39,4.39,,
3236,2022-03-02 19:02:22,Put Workpiece in OK Pile,,,,OK
3237,2022-03-18 15:24:01,Produce Workpiece,,,,
3237,2022-03-18 17:24:01,Measure Workpiece,2.15,4.04,,
3237,2022-03-18 19:24:01,Put Workpiece in OK Pile,,,,OK
3238,2022-03-10 15:56:12,Produce Workpiece,,,,
3238,2022-03-10 17:56:12,Measure Workpiece,2.56,4.97,,
3238,2022-03-10 19:56:12,Put Workpiece in Scrap Pile,,,,NOK
3239,2022-03-08 13:51:45,Produce Workpiece,,,,
3239,2022-03-08 15:51:45,Measure Workpiece,2.49,4.92,,
3239,2022-03-08 17:51:45,Put Workpiece in Scrap Pile,,,,NOK
3240,2022-03-10 12:27:40,Produce Workpiece,,,,
3240,2022-03-10 14:27:40,Measure Workpiece,2.86,4.56,,
3240,2022-03-10 16:27:40,Put Workpiece in OK Pile,,,,OK
3241,2022-03-20 10:39:38,Produce Workpiece,,,,
3241,2022-03-20 12:39:38,Measure Workpiece,2.54,4.26,,
3241,2022-03-20 14:39:38,Put Workpiece in OK Pile,,,,OK
3242,2022-03-13 09:52:38,Produce Workpiece,,,,
3242,2022-03-13 11:52:38,Measure Workpiece,2.81,4.05,,
3242,2022-03-13 13:52:38,Put Workpiece in OK Pile,,,,OK
3243,2022-03-16 12:55:45,Produce Workpiece,,,,
3243,2022-03-16 14:55:45,Measure Workpiece,2.69,4.88,,
3243,2022-03-16 16:55:45,Put Workpiece in OK Pile,,,,OK
3244,2022-03-13 10:09:49,Produce Workpiece,,,,
3244,2022-03-13 12:09:49,Measure Workpiece,2.6,4.98,,
3244,2022-03-13 14:09:49,Put Workpiece in Scrap Pile,,,,NOK
3245,2022-03-06 18:44:09,Produce Workpiece,,,,
3245,2022-03-06 20:44:09,Measure Workpiece,2.6,4.44,,
3245,2022-03-06 22:44:09,Put Workpiece in OK Pile,,,,OK
3246,2022-03-15 17:19:34,Produce Workpiece,,,,
3246,2022-03-15 19:19:34,Measure Workpiece,2.15,4.29,,
3246,2022-03-15 21:19:34,Put Workpiece in OK Pile,,,,OK
3247,2022-03-10 15:02:27,Produce Workpiece,,,,
3247,2022-03-10 17:02:27,Measure Workpiece,2.78,4.8,,
3247,2022-03-10 19:02:27,Put Workpiece in OK Pile,,,,OK
3248,2022-03-14 18:28:46,Produce Workpiece,,,,
3248,2022-03-14 20:28:46,Measure Workpiece,2.09,4.25,,
3248,2022-03-14 22:28:46,Put Workpiece in Scrap Pile,,,,NOK
3249,2022-03-04 16:39:46,Produce Workpiece,,,,
3249,2022-03-04 18:39:46,Measure Workpiece,2.28,4.08,,
3249,2022-03-04 20:39:46,Put Workpiece in OK Pile,,,,OK
3250,2022-03-10 15:09:00,Produce Workpiece,,,,
3250,2022-03-10 17:09:00,Measure Workpiece,2.62,4.1,,
3250,2022-03-10 19:09:00,Put Workpiece in Scrap Pile,,,,NOK
3251,2022-03-15 15:24:00,Produce Workpiece,,,,
